id,customer_id,created_at,amount
784,475-6894,3/1/2021,11.4
785,604-1723,3/20/2021,200.03
786,071-4042,2/7/2021,15.72
787,999-4424,4/24/2021,188.05
788,065-5363,6/12/2021,420.17
789,090-8481,1/22/2021,176.35
790,309-5306,3/27/2021,
791,595-0074,6/27/2021,458.4
792,634-5768,2/19/2021,265.37
793,993-8384,6/12/2021,44.69
794,152-1248,2/20/2021,443.65
795,144-6143,1/22/2021,473.47
796,438-3927,2/26/2021,355.5
797,975-4430,6/10/2021,271.52
798,536-1314,3/7/2021,73.58
799,453-9685,6/7/2021,184.66
800,295-2065,5/23/2021,407.4
801,477-0867,4/29/2021,191.55
802,424-0156,2/24/2021,397.41
803,273-2063,6/25/2021,304.47
804,230-3153,6/19/2021,58.64
805,724-3162,1/8/2021,87.13
806,724-8477,6/20/2021,198.07
807,693-1091,2/8/2021,159.05
808,094-1596,1/8/2021,60.28
809,780-6453,4/16/2021,224.16
810,446-6817,2/27/2021,386.25
811,732-1035,4/5/2021,187.12
812,958-8941,1/20/2021,191.25
813,997-5371,5/17/2021,149.93
814,107-9619,1/26/2021,156.55
815,220-9426,1/14/2021,375.95
816,630-3369,3/12/2021,39.81
817,442-3899,6/12/2021,142.44
818,008-1658,2/17/2021,102.96
819,583-0022,6/2/2021,348.14
820,927-9609,3/30/2021,202.33
821,048-1689,3/17/2021,202.18
822,751-2360,1/7/2021,34.7
823,392-2797,2/1/2021,98.35
824,795-4454,6/28/2021,222.03
825,453-2013,4/18/2021,264.35
826,672-4143,5/26/2021,66.63
827,705-2258,2/4/2021,70.72
828,829-8164,6/2/2021,
829,947-4555,2/15/2021,86.61
830,802-3851,6/24/2021,307.4
831,760-2835,1/28/2021,445.19
832,419-2507,1/28/2021,262.53
833,904-7026,6/24/2021,73.34
834,887-6289,5/22/2021,
835,935-3061,4/16/2021,28.65
836,812-4689,6/29/2021,157.72
837,780-6215,5/10/2021,260.77
838,036-5786,3/31/2021,189.29
839,051-9561,6/20/2021,470.88
840,166-3595,6/2/2021,111.14
841,708-7847,4/30/2021,151.92
842,948-7538,2/8/2021,115.76
843,768-4289,4/10/2021,
844,404-4528,1/20/2021,174.16
845,992-1409,2/16/2021,448.92
846,396-1723,5/20/2021,439.67
847,778-3074,2/12/2021,221.95
848,420-0623,4/11/2021,324.61
849,521-2298,6/20/2021,
850,496-3147,6/19/2021,430.01
851,203-4731,2/2/2021,165.64
852,724-4334,3/15/2021,461.82
853,828-3807,1/26/2021,324.01
854,999-0719,1/15/2021,417.56
855,944-5520,2/3/2021,252.57
856,719-4754,1/22/2021,277.26
857,699-9435,5/15/2021,122.5
858,467-0650,5/18/2021,20.88
859,715-2101,1/21/2021,229.59
860,042-5663,4/4/2021,
861,579-1611,4/18/2021,93.9
862,242-3826,4/7/2021,243.64
863,627-3812,4/22/2021,324.88
864,930-9947,3/15/2021,100.21
865,974-3496,4/4/2021,430.01
866,338-4555,1/26/2021,146.71
867,163-6804,4/10/2021,158.75
868,124-0013,6/2/2021,335.58
869,948-6788,4/5/2021,397.94
870,076-0374,4/10/2021,435.72
871,195-8080,1/10/2021,279.4
872,651-7278,5/31/2021,194.92
873,117-4757,6/20/2021,295.78
874,491-2674,3/27/2021,327.22
875,355-7003,6/2/2021,122.07
876,638-0157,2/24/2021,273.81
877,857-1933,3/20/2021,80.23
878,451-5285,1/12/2021,458.07
879,618-6169,5/19/2021,247.4
880,834-8547,5/17/2021,
881,322-0018,3/17/2021,335.75
882,929-2827,3/2/2021,51.22
883,114-0776,5/21/2021,454.66
884,451-0910,5/2/2021,46.08
885,577-5589,5/24/2021,61.79
886,452-3823,3/1/2021,329.97
887,532-9656,1/2/2021,102.97
888,047-3929,3/26/2021,56.45
889,966-4489,1/5/2021,376.81
890,352-8681,5/17/2021,118.08
891,249-1255,6/23/2021,44.05
892,142-3014,5/23/2021,295.73
893,062-7855,2/9/2021,63.74
894,689-7104,6/7/2021,358.02
895,794-4243,1/13/2021,425.11
896,849-4076,6/20/2021,99.58
897,312-3386,2/14/2021,54.63
898,109-7983,6/26/2021,
899,936-2951,5/7/2021,295.42
900,095-3307,1/22/2021,77.77
901,411-3757,3/28/2021,149.62
902,063-5027,3/23/2021,170.82
903,426-7889,6/18/2021,16.74
904,645-5433,2/5/2021,403.39
905,898-0620,1/28/2021,105.38
906,501-0032,3/2/2021,449.28
907,702-9534,1/11/2021,184.83
908,948-6207,6/27/2021,343.66
909,845-9470,2/11/2021,320.12
910,221-1818,3/2/2021,362.45
911,206-4695,5/5/2021,89.1
912,403-0430,3/27/2021,45.12
913,407-5550,4/12/2021,103.4
914,050-8656,2/28/2021,201.62
915,543-9664,2/13/2021,262.99
916,061-4848,5/14/2021,
917,274-1864,5/31/2021,255.87
918,577-0460,6/8/2021,
919,399-6057,4/9/2021,435.74
920,634-0888,1/18/2021,
921,032-3580,1/27/2021,434.85
922,968-4916,5/16/2021,77.04
923,636-3106,1/12/2021,170.52
924,463-4510,2/20/2021,393.98
925,776-1120,2/28/2021,314.84
926,803-2199,3/2/2021,362.44
927,610-3959,4/11/2021,426.6
928,791-0994,5/20/2021,430.4
929,838-8352,1/19/2021,489.74
930,517-4922,3/23/2021,
931,317-5062,4/3/2021,255.77
932,009-2803,1/13/2021,142.34
933,402-9981,2/18/2021,214.52
934,485-3503,4/22/2021,415.96
935,208-7957,2/15/2021,277.31
936,729-6941,1/9/2021,490.12
937,471-2058,5/14/2021,179.64
938,539-6780,4/1/2021,418.29
939,699-8540,1/30/2021,478.92
940,044-1036,1/28/2021,119.89
941,152-9637,2/6/2021,294.43
942,803-0239,2/2/2021,329.47
943,414-1828,3/9/2021,135.32
944,594-4367,6/27/2021,93.7
945,227-0364,5/4/2021,454.43
946,470-9936,4/29/2021,405.63
947,298-7177,5/8/2021,386.04
948,156-6517,5/3/2021,386.36
949,092-0838,5/1/2021,317.6
950,802-2854,3/14/2021,465.09
951,240-2567,6/27/2021,346.59
952,638-3558,6/5/2021,453.21
953,511-7087,2/27/2021,202.85
954,453-5884,1/12/2021,
955,737-1048,2/1/2021,329.06
956,320-2592,6/11/2021,
957,712-0875,5/13/2021,492.23
958,795-2315,5/25/2021,446.41
959,291-3679,4/6/2021,168.64
960,561-2627,5/25/2021,422.46
961,491-7944,3/25/2021,41.6
962,471-3983,2/13/2021,412.82
963,824-4096,3/14/2021,292.5
964,533-7093,3/28/2021,42.03
965,615-5695,4/23/2021,476.76
966,528-8397,4/15/2021,20.45
967,734-6387,6/14/2021,123.34
968,346-6996,2/23/2021,42.08
969,232-7996,4/18/2021,208.02
970,120-0471,3/2/2021,321.74
971,669-9100,3/23/2021,303.37
972,696-7724,6/8/2021,471.08
973,399-4595,6/6/2021,
974,514-9313,6/9/2021,
975,462-0603,1/13/2021,451.06
976,309-8906,4/1/2021,308.88
977,066-6946,3/1/2021,470.62
978,785-2821,4/12/2021,33.3
979,157-3260,2/18/2021,40.35
980,570-7813,3/29/2021,143.97
981,269-2032,2/20/2021,160.55
982,394-3610,5/14/2021,257.33
983,325-7879,4/8/2021,323.2
984,288-9685,1/28/2021,161.87
985,307-9016,4/20/2021,443.5
986,110-9856,5/9/2021,388.97
987,023-2258,5/22/2021,26.34
988,797-9433,1/14/2021,435.31
989,005-5061,6/4/2021,104.02
990,391-1587,5/26/2021,83.56
991,170-7225,5/25/2021,441.44
992,230-7033,2/26/2021,328.97
993,693-6391,3/2/2021,240.81
994,616-3373,1/19/2021,390.08
995,587-3892,2/19/2021,340.03
996,718-9224,4/20/2021,
997,411-5134,6/26/2021,12.36
998,935-8193,1/31/2021,415.44
999,067-7893,2/5/2021,394.93
1000,113-8939,4/5/2021,54.9
